experiment,sequence,status,reused,runtime_sec,jm,jr,psnr,ssim,mask_pairs_used,frame_pairs_used,output_dir,output_video,log_path,error
sam2_diffueraser,car-shadow,ok,False,57.025,0.9236595148330707,1.0,,,40,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/car-shadow,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/car-shadow/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/car-shadow.log,
sam2_diffueraser,car-turn,ok,False,97.066,0.9768884298420936,1.0,,,80,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/car-turn,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/car-turn/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/car-turn.log,
sam2_diffueraser,cows,ok,False,123.829,0.9713126569842404,1.0,,,104,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/cows,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/cows/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/cows.log,
sam2_diffueraser,dance-jump,ok,False,96.377,0.7093995507287997,1.0,,,60,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/dance-jump,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/dance-jump/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/dance-jump.log,
sam2_diffueraser,dance-twirl,ok,False,136.496,0.7638385601382105,1.0,,,90,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/dance-twirl,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/dance-twirl/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/dance-twirl.log,
sam2_diffueraser,dog,ok,False,88.457,0.95928785317152,1.0,,,60,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/dog,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/dog/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/dog.log,
sam2_diffueraser,dog-agility,ok,False,40.36,0.938741627123186,1.0,,,25,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/dog-agility,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/dog-agility/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/dog-agility.log,
sam2_diffueraser,drift-chicane,ok,False,67.329,0.6883378464514011,0.7884615384615384,,,52,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/drift-chicane,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/drift-chicane/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/drift-chicane.log,
sam2_diffueraser,drift-straight,ok,False,79.069,0.8524962364380806,0.94,,,50,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/drift-straight,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/drift-straight/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/drift-straight.log,
sam2_diffueraser,drift-turn,ok,False,83.661,0.9651816382732706,1.0,,,64,,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/drift-turn,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/experiments/sam2_diffueraser/drift-turn/sam2_diffueraser_inpainted.mp4,/home/user/AIAA3201_project/outputs/davis_sam_ablation_suite/logs/sam2_diffueraser/drift-turn.log,
