part,sequence,status,reused,runtime_sec,jm,jr,mask_pairs_used,output_dir,output_video,log_path,error
part2,car-turn,ok,False,68.342,0.9768884298420936,1.0,80,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/car-turn,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/car-turn/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/car-turn.log,
part2,cows,ok,False,98.775,0.9713126569842404,1.0,104,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/cows,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/cows/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/cows.log,
part2,dance-jump,ok,False,73.863,0.7093995507287997,1.0,60,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/dance-jump,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/dance-jump/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/dance-jump.log,
part2,dance-twirl,ok,False,94.879,0.7638385601382105,1.0,90,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/dance-twirl,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/dance-twirl/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/dance-twirl.log,
part2,dog,ok,False,60.86,0.95928785317152,1.0,60,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/dog,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/dog/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/dog.log,
part2,dog-agility,ok,False,34.213,0.938741627123186,1.0,25,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/dog-agility,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/dog-agility/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/dog-agility.log,
part2,drift-chicane,ok,False,44.673,0.6883378464514011,0.7884615384615384,52,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/drift-chicane,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/drift-chicane/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/drift-chicane.log,
part2,drift-straight,ok,False,58.802,0.8524962364380806,0.94,50,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/drift-straight,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/drift-straight/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/drift-straight.log,
part2,drift-turn,ok,False,63.695,0.9651816382732706,1.0,64,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/drift-turn,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/drift-turn/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/drift-turn.log,
part2,elephant,ok,False,76.16,0.9639548172817861,1.0,80,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/elephant,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/elephant/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/elephant.log,
part2,flamingo,ok,False,97.019,0.5516881234629122,1.0,80,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/flamingo,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/flamingo/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/flamingo.log,
part2,goat,ok,False,66.638,0.4245388534800571,0.4666666666666667,90,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/goat,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/goat/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/goat.log,
part2,hike,ok,False,81.559,0.9579668812987112,1.0,80,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/hike,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/hike/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/hike.log,
part2,hockey,ok,False,65.859,0.8414432134724616,1.0,75,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/hockey,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/hockey/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/hockey.log,
part2,horsejump-high,ok,False,47.459,0.9034976100320568,1.0,50,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/horsejump-high,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/horsejump-high/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/horsejump-high.log,
part2,horsejump-low,ok,False,60.602,0.8571718837025396,1.0,60,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/horsejump-low,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/horsejump-low/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/horsejump-low.log,
part2,kite-surf,failed,False,2.972,,,,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/kite-surf,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/kite-surf/inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/kite-surf.log,"Traceback (most recent call last):
  File ""/tmp/AIAA3201_project-main/tools/sam2_auto_mask.py"", line 587, in <module>
    main()
  File ""/tmp/AIAA3201_project-main/tools/sam2_auto_mask.py"", line 434, in main
    target_ids = parse_target_classes(args.target_classes)
  File ""/tmp/AIAA3201_project-main/tools/sam2_auto_mask.py"", line 80, in parse_target_classes
    raise ValueError(f""Unknown class token '{raw}'. Known names: {known}"")
ValueError: Unknown class token 'kite'. Known names: airplane, bear, bicycle, bird, boat, bus, car, cat, cow, dog, elephant, giraffe, horse, motorbike, motorcycle, person, sheep, skateboard, sports ball, sports_ball, surfboard, tennis racket, tennis_racket, train, truck, zebra
Traceback (most recent call last):
  File ""/tmp/AIAA3201_project-main/part2_pipeline.py"", line 501, in <module>
    main()
  File ""/tmp/AIAA3201_project-main/part2_pipeline.py"", line 424, in main
    run_external_command(cmd, base_values)
  File ""/tmp/AIAA3201_project-main/part2_pipeline.py"", line 141, in run_external_command
    raise RuntimeError(f""External command failed with code {proc.returncode}: {cmd}"")
RuntimeError: External command failed with code 1: ""/home/user/.conda/envs/aiaa3201/bin/python"" ""/tmp/AIAA3201_project-main/tools/sam2_auto_mask.py"" --input-video ""/home/user/AIAA3201_project/outputs/full_davis_suite/videos_480p/kite-surf.mp4"" --mask-dir ""/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/kite-surf/masks"" --device ""cuda:0"" --conf 0.35 --target-classes ""person,kite,surfboard"" --prompt-interval 18 --max-prompt-frames 18 --max-objs-per-prompt-frame 2 --min-box-area-ratio 0.0006 --max-box-area-ratio 0.75 --nms-iou 0.6 --mask-dilate 0 --mask-close 3 --mask-open 0 --min-mask-area 80 --yolo-fallback --fallback-min-area 80"
part2,kite-walk,failed,False,4.593,,,,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/kite-walk,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/kite-walk/inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/kite-walk.log,"Traceback (most recent call last):
  File ""/tmp/AIAA3201_project-main/tools/sam2_auto_mask.py"", line 587, in <module>
    main()
  File ""/tmp/AIAA3201_project-main/tools/sam2_auto_mask.py"", line 434, in main
    target_ids = parse_target_classes(args.target_classes)
  File ""/tmp/AIAA3201_project-main/tools/sam2_auto_mask.py"", line 80, in parse_target_classes
    raise ValueError(f""Unknown class token '{raw}'. Known names: {known}"")
ValueError: Unknown class token 'kite'. Known names: airplane, bear, bicycle, bird, boat, bus, car, cat, cow, dog, elephant, giraffe, horse, motorbike, motorcycle, person, sheep, skateboard, sports ball, sports_ball, surfboard, tennis racket, tennis_racket, train, truck, zebra
Traceback (most recent call last):
  File ""/tmp/AIAA3201_project-main/part2_pipeline.py"", line 501, in <module>
    main()
  File ""/tmp/AIAA3201_project-main/part2_pipeline.py"", line 424, in main
    run_external_command(cmd, base_values)
  File ""/tmp/AIAA3201_project-main/part2_pipeline.py"", line 141, in run_external_command
    raise RuntimeError(f""External command failed with code {proc.returncode}: {cmd}"")
RuntimeError: External command failed with code 1: ""/home/user/.conda/envs/aiaa3201/bin/python"" ""/tmp/AIAA3201_project-main/tools/sam2_auto_mask.py"" --input-video ""/home/user/AIAA3201_project/outputs/full_davis_suite/videos_480p/kite-walk.mp4"" --mask-dir ""/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/kite-walk/masks"" --device ""cuda:0"" --conf 0.35 --target-classes ""person,kite"" --prompt-interval 18 --max-prompt-frames 18 --max-objs-per-prompt-frame 2 --min-box-area-ratio 0.0006 --max-box-area-ratio 0.75 --nms-iou 0.6 --mask-dilate 0 --mask-close 3 --mask-open 0 --min-mask-area 80 --yolo-fallback --fallback-min-area 80"
part2,libby,ok,False,32.449,0.0047226569142531805,0.0,49,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/libby,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/libby/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/libby.log,
part2,lucia,ok,False,60.02,0.9220225695233468,1.0,70,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/lucia,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/lucia/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/lucia.log,
part2,mallard-fly,ok,False,59.083,0.8910010829440755,1.0,70,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/mallard-fly,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/mallard-fly/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/mallard-fly.log,
part2,mallard-water,ok,False,67.423,0.9454316777798925,1.0,80,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/mallard-water,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/mallard-water/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/mallard-water.log,
part2,motocross-bumps,ok,False,57.846,0.9467344084267867,1.0,60,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/motocross-bumps,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/motocross-bumps/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/motocross-bumps.log,
part2,motocross-jump,ok,False,38.523,0.9289003843861551,1.0,40,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/motocross-jump,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/motocross-jump/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/motocross-jump.log,
part2,motorbike,ok,False,46.886,0.780110425136079,1.0,43,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/motorbike,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/motorbike/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/motorbike.log,
part2,paragliding,ok,False,49.057,0.02639203242416989,0.0,70,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/paragliding,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/paragliding/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/paragliding.log,
part2,paragliding-launch,ok,False,64.12,0.6259891757504579,0.65,80,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/paragliding-launch,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/paragliding-launch/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/paragliding-launch.log,
part2,parkour,ok,False,100.303,0.9485663587150713,1.0,100,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/parkour,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/parkour/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/parkour.log,
part2,rhino,ok,False,85.082,0.9786175875232141,1.0,90,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/rhino,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/rhino/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/rhino.log,
part2,rollerblade,ok,False,36.506,0.9355052375407366,1.0,35,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/rollerblade,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/rollerblade/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/rollerblade.log,
part2,scooter-black,ok,False,58.137,0.6055329406443817,0.8372093023255814,43,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/scooter-black,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/scooter-black/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/scooter-black.log,
part2,scooter-gray,ok,False,81.651,0.8769406141964161,1.0,75,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/scooter-gray,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/scooter-gray/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/scooter-gray.log,
part2,soapbox,ok,False,58.182,0.0,0.0,99,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/soapbox,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/soapbox/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/soapbox.log,
part2,soccerball,ok,False,37.938,0.4726576461821015,0.5208333333333334,48,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/soccerball,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/soccerball/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/soccerball.log,
part2,stroller,ok,False,74.797,0.3836876963561255,0.0,91,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/stroller,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/stroller/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/stroller.log,
part2,surf,ok,False,36.908,0.00040521038857145044,0.0,55,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/surf,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/surf/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/surf.log,
part2,swing,ok,False,63.194,0.8634419995381959,1.0,60,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/swing,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/swing/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/swing.log,
part2,tennis,ok,False,55.242,0.8347150591580201,1.0,70,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/tennis,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/tennis/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/tennis.log,
part2,train,ok,False,82.041,0.822175576593918,1.0,80,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/train,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/experiments/part2/train/part2_inpainted.mp4,/home/user/AIAA3201_project/outputs/full_davis_suite/main_branch_part12/logs/part2/train.log,
